,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM
199611,  -0.47,   1.56,   4.11,   4.36,   4.33,   1.62,   2.63,   5.73,   2.95,   4.81,   2.37,   5.61,   7.57,   4.19,   4.96,   5.61,   5.74,   6.88,   5.88,   6.34,   7.81,   7.11,   9.11,   7.36,   5.47
199612,  -0.90,   2.05,   2.62,   1.98,   1.71,   1.95,   0.88,   3.39,   3.77,   1.87,  -0.44,   0.75,   2.15,   0.92,   1.08,  -1.68,  -0.51,   0.05,   0.26,   2.04,  -1.85,  -1.65,  -2.56,  -1.35,  -1.48
199701,   6.45,   5.16,   6.17,   4.96,   3.14,   3.80,   3.80,   1.22,   0.88,   2.24,   0.94,   2.37,   1.91,   3.37,   3.95,   2.44,   4.37,   3.47,   1.97,   2.80,   8.12,   5.63,   5.23,   5.56,   2.43
199702,  -5.67,  -5.36,  -1.26,   0.58,   1.01,  -8.91,  -2.44,   0.21,   1.88,   0.47,  -6.58,  -0.56,   0.90,   1.22,   1.07,  -3.59,   1.59,   1.31,   2.09,   2.34,   0.66,   0.03,  -0.44,   2.06,   2.76
199703,  -9.64,  -6.62,  -3.57,  -1.21,  -2.16,  -9.31,  -5.36,  -2.28,  -2.34,  -1.80,  -8.00,  -3.46,  -3.52,  -1.77,  -2.50,  -7.01,  -4.42,  -3.74,  -3.25,  -3.76,  -5.56,  -4.10,  -1.11,  -4.97,  -4.30
199704,  -5.27,  -3.51,  -2.27,  -1.85,  -2.87,  -4.04,  -0.50,   0.97,   1.16,   0.23,  -0.98,   3.06,   3.79,   2.36,   1.77,   2.67,   1.97,   3.35,   2.19,   1.28,   7.83,   4.89,   5.27,   4.63,   1.83
199705,  12.10,  12.32,  10.10,   8.22,   8.07,  17.82,  12.72,   9.67,   9.17,   8.15,  15.55,  10.55,   7.14,   6.53,   7.76,   9.70,   7.24,   5.89,   7.36,   6.87,   6.44,   6.95,   5.07,   5.49,   5.10
199706,   3.61,   4.93,   6.62,   7.70,   7.09,   3.10,   4.91,   5.66,   5.91,   6.85,   3.91,   3.58,   5.35,   4.76,   6.10,   1.89,   4.75,   4.64,   3.80,   2.06,   4.28,   4.87,   4.15,   4.05,   2.35
199707,   3.61,   5.59,   6.33,   5.97,   5.95,   4.83,   6.16,   4.38,   5.48,   4.51,   5.19,   6.80,   6.57,   5.73,   5.79,   6.48,   8.02,   7.32,   6.50,   5.80,   8.02,   8.74,   9.05,   7.36,   7.17
199708,   5.31,   4.82,   3.57,   3.79,   4.53,   3.50,   2.34,   3.41,   2.58,   3.51,   2.36,   3.70,   0.89,   0.21,   0.78,  -0.10,   1.14,  -0.32,  -1.42,   0.26,  -7.28,  -4.04,  -4.58,  -5.32,  -2.71
199709,  10.49,   9.49,   9.73,   8.23,   8.83,   7.90,   7.44,   7.81,   8.44,   5.80,   6.83,   7.90,   6.83,   7.66,   4.99,   5.32,   4.61,   6.79,   5.19,   4.45,   4.84,   5.76,   5.61,   6.94,   6.26
199710,  -5.78,  -3.41,  -3.22,  -1.25,  -0.81,  -6.66,  -3.87,  -3.74,  -2.79,  -3.20,  -5.79,  -4.35,  -4.02,  -2.39,  -2.29,  -6.65,  -5.79,  -2.60,  -4.33,  -4.44,  -2.45,  -4.68,  -3.07,  -0.58,  -2.13
199711,  -3.84,  -2.46,  -1.74,  -0.09,  -0.63,  -3.51,  -2.01,  -0.39,  -0.02,  -0.30,  -3.43,  -2.24,   2.17,   2.16,   1.62,   1.33,   0.62,   2.95,   2.36,   4.43,   5.30,   6.70,   1.44,   3.81,   2.81
199712,  -5.98,  -2.79,  -0.52,   0.84,   1.04,  -0.73,  -1.83,   2.94,   2.00,   3.93,   0.73,   0.84,   2.84,   3.63,   4.70,  -1.37,   2.45,   2.78,   5.58,   2.84,   0.92,   2.49,   2.50,   3.07,   6.13
199801,   0.41,  -0.86,  -1.07,  -1.08,  -0.81,   0.21,  -1.75,  -1.36,  -2.78,  -2.06,  -0.12,  -2.63,  -1.56,  -3.80,   1.04,  -1.45,   0.00,  -2.27,  -0.35,  -0.47,   4.00,  -0.17,  -3.32,   0.29,  -0.28
199802,   6.34,   6.04,   5.73,   6.46,   6.50,   9.06,   8.63,   8.90,   6.91,   6.45,   9.12,   8.73,   7.97,   8.43,   7.37,   9.64,   7.28,   8.03,   5.67,   5.08,   7.53,   5.78,   8.94,   7.88,   6.91
199803,   5.22,   5.80,   4.90,   4.67,   4.99,   4.36,   6.41,   2.90,   4.67,   4.41,   4.25,   2.28,   5.45,   4.40,   6.72,   3.61,   5.48,   4.98,   4.01,   7.41,   4.59,   5.29,   5.29,   7.18,   7.61
199804,   1.99,   3.38,   3.26,   2.74,   2.30,  -0.36,   2.06,   0.80,   2.86,   2.26,   1.34,   0.33,   0.12,   0.28,  -0.40,  -0.49,   0.27,   0.59,   0.32,  -0.21,   1.15,   1.23,   2.96,   0.98,   0.35
199805,  -6.34,  -6.34,  -4.32,  -2.70,  -2.30,  -8.56,  -5.64,  -5.36,  -2.75,  -3.06,  -7.40,  -6.76,  -4.67,  -3.79,  -3.12,  -5.34,  -3.07,  -3.73,  -2.07,  -3.14,  -2.17,  -2.14,  -2.62,   1.64,   1.96
199806,  -0.50,   1.56,  -1.76,  -1.85,  -0.92,   1.94,  -1.40,  -1.29,  -1.02,   1.76,   3.37,  -2.02,  -1.22,   0.33,   0.89,   0.89,  -0.23,   0.20,   0.68,   1.09,   7.77,   1.17,   2.33,   3.09,   3.04
199807,  -7.27,  -7.53,  -5.87,  -6.40,  -5.47,  -7.44,  -8.43,  -8.41,  -8.25,  -7.20,  -7.99,  -8.03,  -7.75,  -8.36,  -7.18,  -5.66,  -5.71,  -5.85,  -4.55,  -5.01,  -0.10,   0.21,  -3.57,  -4.16,  -1.19
199808, -27.19, -22.04, -19.87, -19.26, -17.88, -25.00, -20.23, -17.63, -18.27, -14.61, -23.59, -20.34, -18.72, -16.21, -14.75, -19.96, -20.34, -17.99, -12.86,  -8.67, -13.29, -16.80, -17.60, -12.29, -11.11
199809,   6.11,   3.95,   3.87,   2.79,   1.37,  11.91,   7.10,   5.23,   5.46,   4.05,  11.83,   5.55,   7.16,   4.37,   3.62,   6.57,   6.64,   6.22,   5.11,   7.44,   8.39,   3.68,   4.85,   5.29,   6.95
199810,   3.81,   2.24,   1.40,   2.35,   1.51,   4.92,   5.77,   3.48,   3.43,   1.26,   3.81,   7.33,   5.67,   3.22,   2.58,   8.37,  10.38,   6.18,   3.85,   2.64,   7.76,  10.14,   7.76,   5.52,   5.12
199811,  10.18,   8.09,   6.40,   7.90,   7.80,   9.54,   6.22,   3.39,   5.91,   3.18,   8.58,   6.82,   3.80,   1.98,   3.04,   7.66,   2.61,   3.63,   3.97,   2.98,   7.63,   5.98,   6.79,   3.61,   4.40
199812,   4.30,   2.30,   2.69,   1.15,   1.24,   7.33,   4.48,   3.09,   4.06,   5.69,  11.76,   6.99,   3.80,   4.40,   2.79,  10.61,   4.07,   2.64,   4.68,   1.82,   9.14,   4.47,   1.44,   3.00,   3.96
199901,   8.85,   3.54,   5.37,   2.91,   5.07,   5.70,   0.92,  -1.85,  -1.15,  -1.59,   4.14,   2.57,  -1.09,  -4.30,  -3.49,   1.48,  -1.88,  -2.16,  -3.01,  -4.36,   6.22,   2.95,   1.66,  -1.96,   2.46
199902,  -7.83,  -7.52,  -6.01,  -5.65,  -5.68,  -9.80,  -9.00,  -6.95, -10.37,  -6.90,  -9.02,  -8.56,  -6.18,  -6.87,  -4.96,  -5.31,  -3.60,  -3.05,  -3.64,  -2.36,  -5.08,  -0.78,   0.40,  -0.35,  -3.45
199903,  -3.52,  -5.41,  -1.72,  -3.80,  -2.94,   1.03,  -0.83,   0.74,  -1.65,  -2.00,   3.92,   3.84,   1.72,  -1.48,  -0.60,   3.56,   2.21,   3.64,  -0.22,   0.34,   4.96,   1.50,   6.67,   3.74,   0.88
199904,   7.81,   7.56,  13.22,  10.51,   9.04,  10.31,   8.05,   9.36,   9.13,   7.67,   7.41,  13.18,  10.69,   9.47,   8.24,   6.57,  10.98,   9.57,   9.01,  11.19,  -0.25,   7.71,   9.00,   7.55,   6.23
199905,   2.26,   3.56,   0.81,   2.79,   5.35,   1.03,   3.15,   0.47,   3.70,   5.22,  -0.06,  -0.78,   1.30,   1.33,   4.46,   3.12,  -0.62,   1.97,   0.83,   1.53,  -3.58,  -1.03,  -2.37,   1.70,  -0.75
199906,   6.66,   8.03,   7.72,   6.10,   6.44,   8.48,   8.47,   4.25,   6.21,   5.92,   4.36,   4.45,   3.81,   3.02,   3.71,   7.34,   8.89,   3.06,   3.66,   1.54,   6.68,   5.10,   3.76,  -1.61,  -1.67
199907,   1.05,   1.96,   0.79,   1.88,   1.66,  -2.15,  -0.78,  -1.04,  -2.65,  -3.66,  -3.42,  -2.00,  -2.30,  -1.17,   0.38,  -2.57,  -2.38,  -0.84,  -0.94,  -0.89,  -3.12,  -4.04,  -2.10,  -4.25,  -5.30
199908,  -2.54,  -1.76,  -2.69,  -1.94,  -3.40,  -3.96,  -4.51,  -2.73,  -3.65,  -3.63,  -2.27,  -5.78,  -4.26,  -3.16,   0.46,  -1.88,  -4.49,  -3.86,  -1.79,  -4.31,   0.72,  -3.92,  -1.63,  -1.55,  -0.51
199909,   1.94,  -0.59,  -0.73,  -3.13,  -4.33,  -0.19,   1.74,  -0.87,  -3.18,  -0.65,   3.35,   1.05,  -2.09,  -4.47,  -2.68,   2.11,  -4.12,  -3.77,  -4.56,  -1.86,  -1.93,  -3.52,  -6.53,  -7.59,  -7.12
199910,  -0.24,   0.53,  -1.27,  -1.18,  -2.68,   2.48,  -0.22,  -0.13,  -2.54,  -5.57,   3.07,  -0.80,  -0.87,  -0.12,  -0.57,   8.34,   1.13,   2.13,   2.61,   4.79,   6.99,   9.72,   4.46,   3.69,   5.98
199911,  19.66,  11.17,  10.70,   6.04,   6.72,  11.98,   7.27,   6.99,   1.98,   2.62,  12.35,   5.26,  -0.65,  -0.89,   0.92,  11.47,  -0.53,  -1.10,   0.15,   1.42,   4.43,  -0.70,  -1.77,  -6.16,  -3.92
199912,  24.36,  24.66,  10.50,   8.42,   8.17,  17.30,  11.07,   7.16,   1.26,   7.64,  16.70,   6.58,   1.22,   2.48,   4.05,  20.73,   3.72,   3.01,   5.20,   4.39,   8.24,   1.50,   2.64,   0.17,  -1.81
200001,   9.97,   6.09,   2.47,   5.33,   4.52,   1.27,  -3.48,  -0.37,  -0.39,  -4.22,  -3.79,  -3.93,  -3.26,  -3.06,  -5.12,  -3.81,  -3.36,  -4.24,  -3.32,  -8.04,  -5.18,  -4.21,  -1.67,  -5.84,   0.99
200002,  39.85,  38.56,  27.11,  19.30,  14.02,  27.45,  17.10,   8.45,  10.23,  10.93,  24.69,   8.53,   2.96,  -1.76,  -0.39,  25.91,   0.26,  -0.60,   4.12,  -6.73,   0.55,  -5.31,  -7.92, -11.19,  -9.11
200003, -14.11, -19.79,  -8.63,  -2.97,  -3.06, -13.71,  -4.18,  -1.88,  -0.91,   0.35, -14.61,   5.09,  10.86,   5.17,  11.51,  -3.18,  12.05,  16.10,   9.40,  12.62,   9.63,  10.07,   9.87,  14.93,   7.72
200004, -23.51, -16.62, -12.13,  -8.28, -10.52, -13.14,  -8.14,  -3.88,  -0.25,  -4.15,  -9.88,   0.77,  -2.36,   4.18,   0.27,  -7.22,  -2.22,   1.59,   1.24,   1.59,  -4.55,  -3.23,  -0.22,   5.90,   9.97
200005, -13.97,  -7.41,  -7.14,  -7.33,  -7.28, -10.18,  -6.08,  -5.41,  -5.12,  -1.77,  -4.70,  -3.48,  -1.49,  -1.17,   2.97,  -7.50,   0.19,  -4.00,   2.84,  -1.05,  -3.85,   1.62,   2.19,  -0.63,  -2.92
200006,  29.52,  26.47,  17.48,  18.57,   8.08,  15.40,   9.52,   5.28,   6.15,   6.16,  15.20,   0.72,   1.05,  -2.21,   2.49,  10.87,   4.18,  -4.78,  -0.95,  -5.76,   6.20,  -5.68,  -6.10,  -7.71,  -8.83
200007,  -8.43,  -1.96,   1.16,   1.54,   1.46,  -7.78,  -0.64,   1.35,   1.79,   0.71, -10.22,  -0.15,   3.58,   3.22,   8.35,  -7.27,  -0.93,   2.43,   4.10,   2.96,  -3.03,   1.56,   3.15,   6.38,   3.21
200008,   9.27,   7.74,   4.84,   5.73,   4.51,   7.95,   3.65,   5.48,   5.87,   6.72,   8.69,   9.85,   5.81,   9.01,   4.04,  13.53,   5.99,   5.32,   7.41,   6.82,   7.38,   8.41,   8.61,   4.24,   8.68
200009, -10.47,  -1.33,  -2.95,   0.06,  -0.80,  -4.71,  -2.91,   0.09,   0.33,  -4.29, -10.25,  -2.58,   1.18,   1.95,  -0.26,  -9.02,  -0.83,  -1.54,   1.58,   0.55,  -6.24,  -1.57,   2.96,   8.35,  -0.49
200010, -12.04,  -9.34,  -3.80,  -5.36,  -4.32,  -8.84,  -1.90,  -0.69,   0.41,  -1.71, -10.11,  -2.53,   0.13,   0.00,   3.43,  -5.54,   1.98,   3.01,   0.45,  -0.77,  -2.10,   0.33,  -3.04,   1.14,   3.13
200011, -20.85, -12.31,  -5.33,  -4.62,  -4.62, -17.96,  -6.25,  -3.90,  -2.45,  -4.44, -19.81,  -8.26,  -3.26,   0.29,   2.74, -17.80,  -2.11,   0.39,   1.84,   1.20, -10.57,  -6.95,  -5.64,  -0.24,  -2.61
200012,  -9.94,   0.96,   1.77,   3.11,   2.95,  -0.29,   7.80,  12.99,  10.88,  11.26,   2.51,  13.03,  12.81,  15.35,   5.63,   4.39,   9.51,  11.73,  11.50,  12.48,  -1.55,   9.14,   7.06,   7.32,   2.13
200101,  27.33,  17.63,  12.87,  11.51,  13.41,  14.55,   8.78,   4.02,   4.42,   6.79,  12.63,   3.21,  -0.18,  -3.10,   5.50,   7.11,   1.83,  -0.54,  -2.37,  -0.97,   3.35,   3.67,   3.98,  -1.95,  -1.65
200102, -13.79,  -7.53,  -2.20,   0.49,  -0.12, -13.54,  -3.14,  -1.24,  -0.71,   2.36, -16.88,  -4.81,   1.26,   0.71,   0.78, -14.60,  -2.28,  -0.73,   1.15,   0.95, -12.06,  -3.61,  -1.06,   3.27,   4.09
200103, -11.95,  -1.23,  -0.74,  -0.94,  -1.49,  -5.89,  -0.47,  -1.78,  -2.29,  -0.73, -11.71,  -4.92,  -3.27,  -2.77,   0.84, -11.27,  -3.35,  -1.81,  -1.52,  -0.12,  -8.57,  -2.20,  -1.09,  -3.30,  -1.52
200104,   8.82,   7.03,   2.64,   4.32,   5.94,  10.89,   5.30,   6.79,   4.07,   5.59,  11.61,   9.40,   5.27,   4.28,   5.81,  15.99,   7.28,   5.03,   8.98,   6.87,   9.16,   5.11,   3.18,   4.35,   3.72
200105,  12.93,  11.29,   8.27,  12.64,  10.17,   2.53,   2.94,   3.04,   4.62,   5.22,   4.63,   0.86,   2.21,   1.05,   1.77,   3.24,   4.49,   2.18,   2.37,   2.27,   0.18,   1.63,   0.74,   0.43,   4.70
200106,   2.28,   3.49,   3.83,   3.19,   0.10,   6.74,  11.22,   5.75,   6.34,   3.06,   5.25,  -1.50,   2.76,   0.77,  -2.33,   3.87,  -0.60,  -1.24,  -5.20,   1.39,  -2.21,  -3.33,  -1.13,  -0.96,  -1.63
200107,  -9.66,  -7.29,  -0.32,  -0.22,  -0.51, -10.17,  -7.79,  -6.05,  -2.60,  -4.16,  -9.02,  -4.61,  -2.30,   0.13,  -0.49,  -4.88,  -1.82,   1.30,   0.38,   1.50,  -1.60,   0.01,  -2.50,  -2.83,   3.60
200108,  -8.51,  -4.98,  -2.93,  -1.29,  -0.98,  -9.73,  -5.29,  -1.49,  -1.84,  -1.11,  -7.43,  -3.04,  -3.08,  -1.00,  -0.86,  -7.54,  -4.18,  -3.27,  -2.00,  -7.08,  -7.28,  -4.32,  -4.44,  -5.11,  -7.96
200109, -16.74, -14.44,  -9.46,  -9.72, -13.73, -19.26, -14.84, -12.63, -14.71, -17.24, -15.56, -14.24, -11.12, -12.20, -18.96, -16.12, -13.00, -10.84, -13.64, -13.27,  -7.35,  -9.34,  -8.69,  -4.95,  -5.88
200110,   8.97,   8.21,   6.61,   4.37,   4.15,  11.32,   8.76,   4.74,   3.03,   3.98,  13.54,   7.26,   2.83,   3.93,   9.94,   8.96,   2.65,   1.53,   2.87,   2.96,   3.46,  -1.05,   0.31,  -0.50, -10.11
200111,   7.40,   8.75,   5.00,   6.25,   6.80,  10.86,   7.57,   6.82,   9.92,  11.65,   9.48,   7.37,   7.00,   8.34,  11.63,  10.67,   9.32,   7.09,   9.21,   7.83,   7.90,   7.20,   5.60,   5.94,  13.42
200112,  12.22,   6.88,   5.88,   5.73,   7.46,   8.15,   5.97,   6.82,   7.69,   8.08,   5.34,   6.12,   6.46,   5.89,   6.72,   3.70,   4.57,   7.01,   4.71,   3.20,   0.04,   2.23,   2.76,   0.37,   2.05
200201,  -7.67,   0.20,   2.04,   3.60,   5.10,  -6.19,  -2.48,   0.86,   0.77,   1.45,  -4.83,  -1.56,  -0.73,   1.46,   3.94,  -3.16,  -1.22,   1.25,   2.21,  -1.40,  -0.63,  -1.79,  -3.11,  -0.02,  -4.44
200202, -10.06,  -6.09,  -2.97,  -1.50,  -3.54,  -9.89,  -4.54,  -0.59,   0.70,  -0.14,  -7.32,  -1.17,   1.00,  -0.26,   2.69,  -4.77,   1.80,   1.46,  -1.64,   3.50,  -2.70,   0.68,   0.80,  -5.48,  -6.85
200203,   5.70,   9.76,   6.90,   8.27,   9.72,   8.72,   8.17,   7.98,   8.60,  12.37,   8.39,   6.24,   7.45,   7.90,   9.49,   6.45,   7.11,   5.74,   5.67,   6.86,   3.02,   5.40,   5.04,   6.86,   3.48
200204,  -8.80,  -0.46,   1.94,   4.23,   5.60,  -4.76,   0.99,   3.89,   3.83,   5.02,  -4.75,   1.16,   2.10,   0.38,  -1.10,  -3.32,   0.52,  -0.08,  -2.05,   1.82,  -7.84,  -3.30,  -0.87,  -1.96, -12.37
200205,  -6.95,  -5.56,  -1.13,   0.74,   0.08,  -7.75,  -5.02,  -4.08,  -3.67,  -5.71,  -6.00,  -3.45,  -2.98,  -2.22,  -3.17,  -3.15,  -0.09,  -1.28,  -1.10,   0.93,  -1.31,   0.17,   0.47,  -0.20,  -1.84
200206,  -8.55,  -6.13,   0.26,  -0.37,  -0.66,  -8.42,  -4.47,  -2.22,  -0.73,  -4.02,  -7.42,  -7.06,  -6.33,  -3.71,  -7.48,  -9.52,  -7.05,  -7.55,  -5.73,  -8.33,  -7.51,  -4.67,  -7.17,  -6.59, -14.85
200207, -18.54, -16.72, -13.23, -10.59, -12.83, -16.24, -16.75, -14.10, -15.03, -21.13,  -7.78,  -9.44, -11.31, -14.26, -16.19, -10.18,  -8.64,  -9.88, -12.99, -14.57,  -5.29,  -8.78,  -9.08,  -9.53, -12.34
200208,   0.73,  -2.04,  -1.18,  -0.99,  -2.59,   0.40,   0.30,  -0.06,   0.96,  -0.50,  -0.53,   0.70,   2.59,   1.94,   4.15,  -1.11,   0.37,  -0.60,   1.49,   4.14,   0.18,   0.42,   1.34,   3.17,   6.06
200209, -10.60,  -7.97,  -6.97,  -6.58,  -7.89,  -8.18,  -7.57,  -5.33,  -8.24,  -8.09,  -7.96,  -9.26,  -8.57,  -7.33,  -9.82,  -8.69,  -9.14, -11.66, -12.82, -17.47, -10.77, -11.81,  -9.45,  -7.61,  -8.45
200210,   5.14,   5.33,   2.64,   1.57,   0.95,   9.50,   3.01,   3.31,   1.22,  -2.42,   6.47,   3.92,   4.72,   2.88,   1.00,   7.21,   4.95,   5.36,   2.04,   3.09,  10.47,   8.48,   5.32,   3.88,   6.07
200211,  17.45,  13.19,   9.25,   7.89,  10.01,  14.17,   9.39,   6.83,   6.56,   7.36,  10.03,   7.72,   6.04,   6.59,   9.15,   9.77,   7.33,   9.64,   8.33,  11.88,   4.96,   5.02,   6.11,   4.65,   8.16
200212, -10.26,  -5.30,  -4.21,  -1.85,  -2.56, -10.47,  -7.01,  -4.08,  -2.78,  -2.72,  -7.75,  -3.90,  -3.49,  -2.68,  -5.80,  -7.29,  -5.20,  -4.73,  -2.59,  -0.15,  -7.00,  -3.88,  -4.52,  -2.82,  -6.80
200301,  -0.79,  -0.50,  -1.82,   0.66,  -0.28,  -3.16,  -3.99,  -2.15,  -2.43,  -1.68,  -1.75,  -4.08,  -3.03,  -4.62,  -3.30,  -1.72,  -2.73,  -0.13,  -2.08,  -6.32,  -2.70,  -2.57,  -2.61,  -2.56,  -7.37
200302,  -6.13,  -2.58,  -1.73,  -2.20,  -2.35,  -2.91,  -1.29,  -2.08,  -2.87,  -7.35,  -3.74,  -0.86,  -2.49,  -4.07,  -3.26,  -2.34,  -2.70,  -1.44,  -1.40,  -6.35,  -0.67,  -2.67,  -4.82,  -3.24,  -4.49
200303,   3.40,  -0.06,   1.20,   1.30,  -0.62,   2.74,   0.11,   0.37,   1.69,   0.21,   2.89,   0.28,   0.15,   1.55,   0.36,   1.40,  -0.50,  -0.39,   2.06,  -2.44,   2.35,  -1.12,   1.47,   0.75,  -2.55
200304,  12.24,  11.03,   7.81,   7.28,  10.08,  10.43,   9.88,   9.12,   9.20,   9.68,   8.94,   9.00,   8.90,  12.15,  10.78,   9.07,   7.74,   8.20,   9.98,   7.75,   7.89,   7.56,   9.84,   7.57,  12.19
200305,  19.84,  14.87,  10.68,   9.31,  12.34,  12.14,  12.16,  10.40,   8.51,  11.92,   8.97,   8.66,   9.16,  10.06,   9.00,  10.02,   9.82,   9.82,   8.83,   9.30,   3.89,   7.24,   6.58,   6.69,   7.48
200306,   5.56,   6.09,   4.49,   3.80,   6.30,   1.73,   0.11,   1.50,   2.46,   4.09,   2.47,   2.13,   0.46,   0.22,   3.43,   1.05,   0.72,   0.25,  -0.69,   5.99,   1.08,   2.24,   1.10,   0.25,   1.24
200307,   8.64,   8.15,   8.53,   9.06,   7.83,   9.47,   5.12,   6.21,   6.93,   7.35,   8.04,   4.83,   1.45,   3.80,   2.97,   4.48,   3.36,   4.35,   5.02,  -0.21,   1.70,   3.33,   0.24,  -0.73,   0.33
200308,   4.28,   4.91,   3.53,   5.63,   7.01,   4.27,   4.07,   5.06,   4.82,   5.41,   4.44,   3.85,   4.50,   7.89,   9.21,   5.07,   4.16,   4.06,   5.30,   6.76,   1.76,   1.54,   0.94,   2.09,   2.69
200309,   3.16,   0.30,   0.43,   2.94,   4.66,  -1.43,  -2.77,  -2.32,  -4.12,  -0.50,  -2.40,  -2.82,  -1.56,  -2.25,  -1.25,  -1.73,  -2.58,  -0.26,  -0.86,   0.54,  -0.71,  -0.83,  -1.91,  -2.24,  -2.90
200310,   6.35,   7.96,   8.53,  10.88,  11.44,   9.84,   7.12,   7.48,   9.67,  10.40,   8.82,   7.74,   6.84,   8.58,  12.82,   8.49,   9.02,   7.62,   8.26,   7.88,   4.29,   6.92,   8.10,   5.52,   3.08
200311,   2.48,   4.34,   4.13,   3.94,   7.11,   1.81,   4.24,   2.74,   3.96,   4.19,   3.08,   4.10,   2.43,   4.95,   2.32,   1.38,   3.14,   4.24,   3.79,   3.06,   0.67,   1.21,   0.98,   0.43,   3.11
200312,  -0.09,   2.52,   3.57,   1.57,   4.35,   1.48,   2.40,   2.44,   2.04,   4.91,  -0.87,   2.33,   3.70,   3.62,   7.02,   0.35,   3.65,   2.44,   3.71,   5.96,   3.89,   6.29,   5.17,   6.43,   8.22
200401,   6.33,   5.73,   5.87,   6.65,   8.55,   4.16,   3.05,   4.22,   4.52,   4.99,   3.46,   2.20,   0.95,   4.03,   6.02,   2.29,   2.05,   2.75,   3.45,   2.56,   1.64,   1.52,   2.29,   1.70,   2.00
200402,   0.14,   0.06,   0.40,   0.98,  -0.08,   0.61,   1.83,   0.46,  -0.28,   1.28,   0.16,   2.28,   3.76,   1.71,   0.74,   2.27,   1.13,   3.88,   3.15,   2.24,   0.78,   2.46,   2.31,   0.47,   3.85
200403,  -1.79,  -0.78,   0.04,   0.18,  -0.73,   2.40,   0.96,  -0.06,   1.13,   1.78,   1.99,   0.43,   0.13,   0.76,   0.20,  -0.29,  -0.01,   0.42,   0.18,  -1.57,  -2.17,  -1.44,  -1.30,   0.23,  -1.80
200404,  -4.37,  -4.58,  -3.83,  -4.56,  -6.22,  -4.63,  -4.09,  -2.55,  -4.51,  -7.35,  -2.29,  -3.07,  -3.00,  -5.31,  -5.84,  -2.43,  -4.23,  -2.72,  -3.45,  -3.27,  -0.04,  -2.01,  -3.37,  -2.60,   0.48
200405,  -2.06,  -0.40,  -0.12,  -0.48,   0.95,   1.98,   1.30,   1.00,   1.51,   3.25,   1.48,   2.83,   1.73,   1.16,   1.67,   1.58,   2.06,   2.37,   1.94,   3.26,   1.76,   0.84,  -0.06,  -0.21,   0.43
200406,   1.41,   4.58,   3.64,   3.57,   4.21,   2.70,   5.62,   5.89,   4.78,   9.08,   1.91,   4.48,   3.15,   1.59,   5.09,   1.18,   2.99,   2.26,   2.86,   4.94,   1.16,   1.86,   1.19,   2.16,   2.84
200407, -12.73,  -8.15,  -5.97,  -5.81,  -3.84,  -9.61,  -7.51,  -4.30,  -5.93,  -3.25,  -9.00,  -5.97,  -3.42,  -1.55,  -4.24,  -6.50,  -4.78,  -5.47,  -5.67,  -0.15,  -4.75,  -2.31,  -1.84,  -0.78,  -1.50
200408,  -1.31,  -1.05,  -0.96,  -1.56,  -2.00,  -4.44,  -1.58,   0.76,   0.03,   0.86,  -2.29,  -1.22,   0.61,  -0.15,  -0.69,  -1.32,  -0.94,   0.27,  -0.51,   1.12,  -0.46,   1.86,   0.91,   0.87,   0.50
200409,   5.11,   4.60,   5.03,   4.19,   3.61,   7.75,   5.07,   5.75,   4.51,   4.11,   4.35,   3.46,   4.13,   3.89,   2.73,   2.87,   3.24,   4.38,   3.89,   2.35,   0.07,   1.11,   3.06,   1.26,   3.00
200410,   1.98,   2.01,   2.80,   0.38,   0.52,   3.54,   2.73,   0.90,   1.09,   2.78,   2.34,   4.51,   1.36,  -0.11,   1.78,   3.54,   3.22,   2.37,   0.50,  -0.10,   1.42,   0.86,   2.28,   0.23,   3.26
200411,  10.50,   8.73,   8.12,   7.13,  10.65,   7.66,   8.75,   9.16,   9.86,  11.60,   5.41,   6.60,   7.38,   8.57,   8.87,   5.19,   6.56,   7.43,  10.18,   7.56,   2.57,   5.44,   4.45,   4.44,   5.62
200412,   5.13,   4.83,   3.18,   3.91,   6.26,   3.87,   3.43,   2.08,   2.68,   3.76,   5.50,   4.07,   1.67,   2.22,   3.53,   4.23,   4.52,   4.70,   3.11,   3.16,   3.73,   3.27,   1.33,   4.03,   3.74
200501,  -6.31,  -4.40,  -3.16,  -3.64,  -1.13,  -5.71,  -3.24,  -3.07,  -2.66,  -3.21,  -3.49,  -3.65,  -3.49,  -0.43,  -2.29,  -2.81,  -4.38,  -2.17,  -2.65,  -1.18,  -3.44,  -1.41,  -0.56,  -2.37,  -1.13
200502,  -1.63,  -0.09,  -0.09,   2.01,   2.99,   2.54,   0.95,   3.15,   5.10,   2.87,   0.74,   1.94,   3.40,   3.76,   2.58,   2.15,   1.64,   3.15,   5.15,   3.78,   0.49,   4.30,   3.76,   0.77,   4.30
